Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.5353213203636
Sri Lanka,LKA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.8496252591293
Sri Lanka,LKA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.220538988997
Sri Lanka,LKA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,27.4756817094562
Sri Lanka,LKA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,20.7303460373146
Sri Lanka,LKA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,20.7303460373146
Sri Lanka,LKA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,20.7303460373146
Sri Lanka,LKA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,20.7303460373146
Sri Lanka,LKA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,19.9330250358794
Sri Lanka,LKA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,20.7303460373146
Sri Lanka,LKA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,19.1357040344443
Sri Lanka,LKA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,17.5410620315739
Sri Lanka,LKA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,19.1357040344443
Sri Lanka,LKA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,15.9464200287036
Sri Lanka,LKA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,16.7437410301387
Sri Lanka,LKA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,17.5410620315739
Sri Lanka,LKA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,14.3517780258332
Sri Lanka,LKA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,15.1490990272684
Sri Lanka,LKA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,14.9258491468665
Sri Lanka,LKA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,14.6069207462925
Sri Lanka,LKA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,14.5909743262638
Sri Lanka,LKA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,14.4315101259767
Sri Lanka,LKA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,14.1763674055175
Sri Lanka,LKA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,14.1604209854888
Sri Lanka,LKA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,14.1444745654601
Sri Lanka,LKA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,14.1285281454314
Sri Lanka,LKA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,14.0806888853452
Sri Lanka,LKA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,14.0328496252591
Sri Lanka,LKA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,14.4315101259767
Sri Lanka,LKA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,14.3996172859193
Sri Lanka,LKA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,14.3517780258332
Sri Lanka,LKA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,14.3677244458619
Sri Lanka,LKA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,14.3198851857758
Sri Lanka,LKA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,14.2720459256897
Sri Lanka,LKA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,14.1444745654601
Sri Lanka,LKA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,13.9690639451443
Sri Lanka,LKA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,13.9052782650295
Sri Lanka,LKA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,13.8574390049434
Sri Lanka,LKA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,13.6660819645989
Sri Lanka,LKA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,14.3517780258332
Sri Lanka,LKA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,14.3517780258332
Sri Lanka,LKA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,14.3517780258332
Sri Lanka,LKA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,15.9464200287036
Sri Lanka,LKA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,15.1490990272684
Sri Lanka,LKA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,14.3517780258332
Sri Lanka,LKA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,13.554457024398
Sri Lanka,LKA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,13.2993143039388
Sri Lanka,LKA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,13.2036357837665
Sri Lanka,LKA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,13.1079572635943
Sri Lanka,LKA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,13.0122787434221
Sri Lanka,LKA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,12.9166002232499
Sri Lanka,LKA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,12.8209217030777
Sri Lanka,LKA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,12.7252431829054
Sri Lanka,LKA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,12.6295646627332
Sri Lanka,LKA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,12.6295646627332
Sri Lanka,LKA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,12.6455110827619
Sri Lanka,LKA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,12.5976718226758
Sri Lanka,LKA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,12.6295646627332
Sri Lanka,LKA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,9.20108435656195
Sri Lanka,LKA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,9.48811991707862
Sri Lanka,LKA,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1124.245361
Sri Lanka,LKA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1124.245361
Sri Lanka,LKA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1124.245361
Sri Lanka,LKA,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.72634267
Sri Lanka,LKA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.72634267
Sri Lanka,LKA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.72634267
Sri Lanka,LKA,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,265.604187
Sri Lanka,LKA,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,265.604187
Sri Lanka,LKA,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,265.604187
Sri Lanka,LKA,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.40785033
Sri Lanka,LKA,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.40785033
Sri Lanka,LKA,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.40785033
Sri Lanka,LKA,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,2.134193
Sri Lanka,LKA,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,2.134193
Sri Lanka,LKA,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,2.134193
Sri Lanka,LKA,2016,Forest area (sq. km),AG.LND.FRST.K2,20633.9990234375
Sri Lanka,LKA,2015,Forest area (sq. km),AG.LND.FRST.K2,20700
Sri Lanka,LKA,2014,Forest area (sq. km),AG.LND.FRST.K2,20766.0009765625
Sri Lanka,LKA,2013,Forest area (sq. km),AG.LND.FRST.K2,20831.9995117188
Sri Lanka,LKA,2012,Forest area (sq. km),AG.LND.FRST.K2,20898.0004882813
Sri Lanka,LKA,2011,Forest area (sq. km),AG.LND.FRST.K2,20963.9990234375
Sri Lanka,LKA,2010,Forest area (sq. km),AG.LND.FRST.K2,21030
Sri Lanka,LKA,2009,Forest area (sq. km),AG.LND.FRST.K2,21060
Sri Lanka,LKA,2008,Forest area (sq. km),AG.LND.FRST.K2,21090
Sri Lanka,LKA,2007,Forest area (sq. km),AG.LND.FRST.K2,21120
Sri Lanka,LKA,2006,Forest area (sq. km),AG.LND.FRST.K2,21150
Sri Lanka,LKA,2005,Forest area (sq. km),AG.LND.FRST.K2,21180
Sri Lanka,LKA,2004,Forest area (sq. km),AG.LND.FRST.K2,21328.0004882813
Sri Lanka,LKA,2003,Forest area (sq. km),AG.LND.FRST.K2,21476.0009765625
Sri Lanka,LKA,2002,Forest area (sq. km),AG.LND.FRST.K2,21623.9990234375
Sri Lanka,LKA,2001,Forest area (sq. km),AG.LND.FRST.K2,21771.9995117188
Sri Lanka,LKA,2000,Forest area (sq. km),AG.LND.FRST.K2,21920
Sri Lanka,LKA,1999,Forest area (sq. km),AG.LND.FRST.K2,22011.9995117188
Sri Lanka,LKA,1998,Forest area (sq. km),AG.LND.FRST.K2,22103.9990234375
Sri Lanka,LKA,1997,Forest area (sq. km),AG.LND.FRST.K2,22196.0009765625
Sri Lanka,LKA,1996,Forest area (sq. km),AG.LND.FRST.K2,22288.0004882813
Sri Lanka,LKA,1995,Forest area (sq. km),AG.LND.FRST.K2,22380
Sri Lanka,LKA,1994,Forest area (sq. km),AG.LND.FRST.K2,22471.9995117188
Sri Lanka,LKA,1993,Forest area (sq. km),AG.LND.FRST.K2,22563.9990234375
Sri Lanka,LKA,1992,Forest area (sq. km),AG.LND.FRST.K2,22656.0009765625
Sri Lanka,LKA,1991,Forest area (sq. km),AG.LND.FRST.K2,22748.0004882813
Sri Lanka,LKA,1990,Forest area (sq. km),AG.LND.FRST.K2,22840
Sri Lanka,LKA,2016,Forest area (% of land area),AG.LND.FRST.ZS,32.9038415299593
Sri Lanka,LKA,2015,Forest area (% of land area),AG.LND.FRST.ZS,33.0090894594164
Sri Lanka,LKA,2014,Forest area (% of land area),AG.LND.FRST.ZS,33.1143373888734
Sri Lanka,LKA,2013,Forest area (% of land area),AG.LND.FRST.ZS,33.2195814251615
Sri Lanka,LKA,2012,Forest area (% of land area),AG.LND.FRST.ZS,33.3248293546186
Sri Lanka,LKA,2011,Forest area (% of land area),AG.LND.FRST.ZS,33.4300733909066
Sri Lanka,LKA,2010,Forest area (% of land area),AG.LND.FRST.ZS,33.5353213203636
Sri Lanka,LKA,2009,Forest area (% of land area),AG.LND.FRST.ZS,33.5831605804497
Sri Lanka,LKA,2008,Forest area (% of land area),AG.LND.FRST.ZS,33.6309998405358
Sri Lanka,LKA,2007,Forest area (% of land area),AG.LND.FRST.ZS,33.6788391006219
Sri Lanka,LKA,2006,Forest area (% of land area),AG.LND.FRST.ZS,33.726678360708
Sri Lanka,LKA,2005,Forest area (% of land area),AG.LND.FRST.ZS,33.7745176207941
Sri Lanka,LKA,2004,Forest area (% of land area),AG.LND.FRST.ZS,34.0105254158528
Sri Lanka,LKA,2003,Forest area (% of land area),AG.LND.FRST.ZS,34.2465332109113
Sri Lanka,LKA,2002,Forest area (% of land area),AG.LND.FRST.ZS,34.482537112801
Sri Lanka,LKA,2001,Forest area (% of land area),AG.LND.FRST.ZS,34.7185449078597
Sri Lanka,LKA,2000,Forest area (% of land area),AG.LND.FRST.ZS,34.9545527029182
Sri Lanka,LKA,1999,Forest area (% of land area),AG.LND.FRST.ZS,35.1012589885486
Sri Lanka,LKA,1998,Forest area (% of land area),AG.LND.FRST.ZS,35.2479652741788
Sri Lanka,LKA,1997,Forest area (% of land area),AG.LND.FRST.ZS,35.394675452978
Sri Lanka,LKA,1996,Forest area (% of land area),AG.LND.FRST.ZS,35.5413817386084
Sri Lanka,LKA,1995,Forest area (% of land area),AG.LND.FRST.ZS,35.6880880242386
Sri Lanka,LKA,1994,Forest area (% of land area),AG.LND.FRST.ZS,35.8347943098689
Sri Lanka,LKA,1993,Forest area (% of land area),AG.LND.FRST.ZS,35.9815005954991
Sri Lanka,LKA,1992,Forest area (% of land area),AG.LND.FRST.ZS,36.1282107742984
Sri Lanka,LKA,1991,Forest area (% of land area),AG.LND.FRST.ZS,36.2749170599287
Sri Lanka,LKA,1990,Forest area (% of land area),AG.LND.FRST.ZS,36.4216233455589
Sri Lanka,LKA,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1712
Sri Lanka,LKA,2018,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2017,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2016,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2015,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2014,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2013,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2012,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2011,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2010,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2009,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2008,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2007,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2006,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2005,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2004,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2003,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2002,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2001,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2000,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1999,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1998,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1997,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1996,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1995,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1994,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1993,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1992,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1991,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1990,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1989,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1988,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1987,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1986,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1985,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1984,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1983,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1982,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1981,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1980,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1979,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1978,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1977,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1976,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1975,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1974,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1973,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1972,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1971,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1970,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1969,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1968,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1967,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1966,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1965,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1964,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1963,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1962,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,1961,Land area (sq. km),AG.LND.TOTL.K2,62710
Sri Lanka,LKA,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,61106.80859
Sri Lanka,LKA,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,61106.80859
Sri Lanka,LKA,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,61106.80859
Sri Lanka,LKA,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,4016.146484
Sri Lanka,LKA,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,4016.146484
Sri Lanka,LKA,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,4016.146484
Sri Lanka,LKA,2018,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2017,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2016,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2015,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2014,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2013,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2012,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2011,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2010,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2009,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2008,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2007,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2006,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2005,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2004,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2003,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2002,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2001,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,2000,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1999,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1998,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1997,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1996,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1995,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1994,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1993,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1992,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1991,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1990,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1989,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1988,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1987,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1986,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1985,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1984,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1983,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1982,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1981,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1980,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1979,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1978,Surface area (sq. km),AG.SRF.TOTL.K2,65610
Sri Lanka,LKA,1977,Surface area (sq. km),AG.SRF.TOTL.K2,65610
