gnd_id	name	province_id	district_id	dsd_id	pd_id	gnd_num	lat	lng	ps_id	ps_name	distance
LK-5315150	Muththunagar	LK-5	LK-53	LK-5315	EC-14B	229F	8.555836058823543	81.14392813970588	PS-530132	Chinabay	6.826568685783681
LK-5315165	Nachchikuda	LK-5	LK-53	LK-5315	EC-14B	229C	8.535973784722216	81.18978641435181	PS-530132	Chinabay	2.385104477755104
LK-5315170	Wellaimanal	LK-5	LK-53	LK-5315	EC-14B	229	8.517846578947378	81.2009396611842	PS-530132	Chinabay	1.276518637464987
LK-7133080	Step2 part 1	LK-7	LK-71	LK-7133	EC-17F	251	8.320122789473682	80.40541989473684	PS-710101	Anuradapura	1.0901442203418104
LK-7115170	Thisawewa	LK-7	LK-71	LK-7115	EC-17C	295	8.340843653846152	80.3886715	PS-710103	Udamaluwa	1.2529655256351009
LK-6236175	Egodayagama	LK-6	LK-62	LK-6236	EC-16C	535A	7.488970315789472	79.82691157894739	PS-620242	Madampe	1.6165982794548652
LK-7203085	Bathgampattuwa	LK-7	LK-72	LK-7203	EC-18A	58	8.029125523590338	80.88628687111638	PS-720133	Minneriya	2.1594194317674313
LK-7203080	Mahasengama	LK-7	LK-72	LK-7203	EC-18A	30	8.009335756281398	80.82813730402013	PS-720131	Habarana	8.553441336302956
LK-7203070	Minihirigama	LK-7	LK-72	LK-7203	EC-18A	60	8.049814900409274	80.87873193315131	PS-720133	Minneriya	3.2082844890425926
LK-7203075	Moragaswewa	LK-7	LK-72	LK-7203	EC-18A	29	8.064407612368047	80.79410648265448	PS-720131	Habarana	4.969259943541429
LK-7203005	Sinhagama	LK-7	LK-72	LK-7203	EC-18A	31	8.240397469835457	80.87307650457032	PS-720130	Medirigiriya	15.80120825918934
LK-7209020	Sungavila	LK-7	LK-72	LK-7209	EC-18B	137	8.099100857758641	81.13329600287356	PS-720126	Pulasthipura	13.618792592926232
LK-7215275	Kalahagala	LK-7	LK-72	LK-7215	EC-18C	166	7.830860664000004	80.95205610300005	PS-720125	Polonnaruwa	13.979024980802944
LK-7215220	Sinha Udagama	LK-7	LK-72	LK-7215	EC-18C	157	7.900774023774133	80.94869637741463	PS-720125	Polonnaruwa	10.063289772690796
LK-7210005	Sinhapura	LK-7	LK-72	LK-7210	EC-18C	286	8.122374807962535	81.25775078454332	PS-720127	Welikanda	19.61649839151567
LK-6154150	Iluppugedara	LK-6	LK-61	LK-6154	EC-15L	838	7.488413677419355	80.35390116129032	PS-610101	Kurunegala	1.1642509140490533
LK-6145226	Moragolla	LK-6	LK-61	LK-6145	EC-15F	1344	7.5890014999999975	80.1204933125	PS-610216	Hettipola	4.720853100526237
LK-6145227	Rideekanda	LK-6	LK-61	LK-6145	EC-15F	1342	7.584082229508197	80.10303204918036	PS-610216	Hettipola	3.456125930622099
LK-6145228	Thengodagedara	LK-6	LK-61	LK-6145	EC-15F	1341	7.583345791666667	80.09531158333334	PS-610216	Hettipola	3.011189920629043
LK-6163350	Polwatta	LK-6	LK-61	LK-6163	EC-15N	597	7.492672129032257	80.51730187096774	PS-610109	Mawathagama	9.966983640378228
LK-6163255	Dedurunadeegama	LK-6	LK-61	LK-6163	EC-15N	611	7.507424764705882	80.45360547058823	PS-610109	Mawathagama	8.290956687694687
LK-6163090	Kelemulla	LK-6	LK-61	LK-6163	EC-15N	541	7.593475285714285	80.56311838095239	PS-610110	Rideegama	5.2198702835089374
LK-6203015	Anawasala	LK-6	LK-62	LK-6203	EC-16A	631A	8.256810424000005	79.76972492799999	PS-620137	Kalpitiya	2.4758495369790663
LK-6163460	Mirissala	LK-6	LK-61	LK-6163	EC-15N	578	7.461680689655173	80.55080186206898	PS-610109	Mawathagama	11.577137520332869
LK-6215005	Manalthivu	LK-6	LK-62	LK-6215	EC-16A	606	8.083136433283363	79.81719008995523	PS-620130	Puttalam	6.2168418773151854
LK-6206020	Aluth Eluwankulama	LK-6	LK-62	LK-6206	EC-16A	635/1	8.271836177595619	79.8366836639345	PS-620137	Kalpitiya	8.926121737809096
LK-6206015	Parana Eluwankulama	LK-6	LK-62	LK-6206	EC-16A	635	8.328793876480535	79.85464433333314	PS-620137	Kalpitiya	14.380855198388659
LK-6206005	Pukkulama	LK-6	LK-62	LK-6206	EC-16A	634	8.485186059203441	79.88133335844987	PS-620137	Kalpitiya	30.63707139396844
LK-6206010	Ralmaduwa	LK-6	LK-62	LK-6206	EC-16A	635/2	8.385470048689141	79.94733654307109	PS-620134	Wanathawilluwa	24.03119186130091
LK-6163360	Pitiyegedara	LK-6	LK-61	LK-6163	EC-15N	595	7.487695611111111	80.51056811111111	PS-610109	Mawathagama	9.04476727732779
LK-4139005	Mandaitivu East	LK-4	LK-41	LK-4139	EC-10A	J/7	9.627771351288049	80.00277999531625	PS-410209	Jaffna	3.686673726554159
LK-4139080	Pungudutivu North East	LK-4	LK-41	LK-4139	EC-10A	J/22	9.618024334685577	79.85345343610554	PS-410212	Kayts	16.072453658049877
LK-4133010	Ariyalai East	LK-4	LK-41	LK-4133	EC-10I	J/90	9.632504061302694	80.0959432777778	PS-410215	Chawakachcheri	5.498316792052025
LK-4130060	Thanankilappu	LK-4	LK-41	LK-4130	EC-10H	J/299	9.610047281468532	80.17924183216793	PS-410215	Chawakachcheri	8.110177489610097
LK-4121175	Kapputhu	LK-4	LK-41	LK-4121	EC-10F	J/382	9.768546195298358	80.16493397649175	PS-410108	Nelliadi	5.764695101877171
LK-5103030	Ooriyankattu	LK-5	LK-51	LK-5103	EC-12A	212B	8.117911002024286	81.41910809109307	PS-530244	Serunuwara	26.239850061972778
LK-4509175	Urithirapuram North	LK-4	LK-45	LK-4509	EC-10K	KN/32	9.445466488200601	80.3327488731562	PS-450131	Kilinochchi	10.145130288410279
LK-4512020	Iranaitivu	LK-4	LK-45	LK-4512	EC-10K	KN/77	9.28768085374148	79.99230604761905	PS-450135	Mulankavil	16.79264423495061
LK-4512050	Kowtharimunai	LK-4	LK-45	LK-4512	EC-10K	KN/68	9.590882593250466	80.09259712877439	PS-410215	Chawakachcheri	9.471181417410218
LK-4512075	Nallur	LK-4	LK-45	LK-4512	EC-10K	KN/59	9.430887751633993	80.28230188235305	PS-450131	Kilinochchi	14.43062801973685
LK-4512095	Ponnaveli	LK-4	LK-45	LK-4512	EC-10K	KN/76	9.40126030062632	80.07720517536568	PS-450135	Mulankavil	17.789216464945454
LK-4203145	South Bar	LK-4	LK-42	LK-4203	EC-11A	MN/73	8.963203603563485	79.893004207127	PS-420138	Mannar	2.635736866636857
LK-4203025	Talaimannar South	LK-4	LK-42	LK-4203	EC-11A	MN/49	9.082569252173906	79.6841760608697	PS-420142	Thalaimannar	4.878296656882766
LK-4206025	Illupaikadavai	LK-4	LK-42	LK-4206	EC-11A	4	9.086740928853754	80.09613003359696	PS-450135	Mulankavil	19.310222079440983
LK-4206065	Kovilkulam	LK-4	LK-42	LK-4206	EC-11A	9	9.038866492831556	80.0953575878134	PS-420138	Mannar	21.283496955196597
LK-4206090	Pappamoddai	LK-4	LK-42	LK-4206	EC-11A	18	8.992914709622015	80.02019079209634	PS-420138	Mannar	12.038655151246852
LK-4206095	Parappukadanthan West	LK-4	LK-42	LK-4206	EC-11A	35	8.951863165591384	80.05581306451617	PS-420143	Murunkan	12.789919891736517
LK-4206045	Periyamadhu East	LK-4	LK-42	LK-4206	EC-11A	17	9.006658441774515	80.15428012754161	PS-440153	Mallavi	22.25668033020876
LK-4512010	Cheddiakurichchi	LK-4	LK-45	LK-4512	EC-10K	KN/62	9.489707690807805	80.26363873259062	PS-450131	Kilinochchi	19.17914602445695
LK-4403060	Puthuvedduvan	LK-4	LK-44	LK-4403	EC-11C	MU/23	9.261427583153367	80.36596931965427	PS-440153	Mallavi	15.179357422457675
LK-4309050	Kallikulam	LK-4	LK-43	LK-4309	EC-11B	215C	8.820320219917011	80.5639138319503	PS-430130	Bogaswewa	6.967565202683473
LK-2133400	Bogahakanda	LK-2	LK-21	LK-2133	EC-04B	438	7.296327491525425	80.59997581355931	PS-210110	Peradeniya	3.2375464256530986
LK-9109052	Karandana West	LK-9	LK-91	LK-9109	EC-21A	143D	6.770656541284405	80.21176766972472	PS-910114	Kiriella	8.156487703167528
LK-9103146	Bodhimaluwa	LK-9	LK-91	LK-9103	EC-21A	146B	6.8220335352112675	80.29637928169015	PS-910113	Ehaliyagoda	5.3732865530634735
LK-9103144	Parakaduwa	LK-9	LK-91	LK-9103	EC-21A	127A	6.826080953846153	80.30332066153841	PS-910113	Ehaliyagoda	5.6995542093847416
LK-9103148	Pohorabawa	LK-9	LK-91	LK-9103	EC-21A	148	6.803869804597699	80.30507766666669	PS-910112	Kuruwita	7.150840479331503
LK-9103142	Pathberiya West	LK-9	LK-91	LK-9103	EC-21A	127B	6.840422465346531	80.30337627722773	PS-910113	Ehaliyagoda	4.996560466802833
LK-9103147	Thalavitiya	LK-9	LK-91	LK-9103	EC-21A	146	6.824123936170212	80.28258106382974	PS-910113	Ehaliyagoda	4.179605339923752
LK-3136120	Harannagala	LK-3	LK-31	LK-3136	EC-07G	72B	6.182515655172412	80.09089812068966	PS-310241	Meetiyagoda	0.8768585931405302
LK-3309010	Kirinda	LK-3	LK-33	LK-3309	EC-09D	19	6.3792996325678715	81.49266008402927	PS-330159	Kataragama	18.230607736506528
LK-3215065	Kanahalagama	LK-3	LK-32	LK-3215	EC-08C	308B	6.114727378461538	80.49470381538461	PS-320112	Akuressa	2.573213962599821
LK-3215055	Uggashena	LK-3	LK-32	LK-3215	EC-08C	313D	6.112583005555564	80.52321847777772	PS-320112	Akuressa	5.2652900916895895
LK-3215045	Wenagama	LK-3	LK-32	LK-3215	EC-08C	306B	6.132972299232733	80.51081134271095	PS-320112	Akuressa	5.266223553434026
LK-3248140	Dodampahala South	LK-3	LK-32	LK-3248	EC-08E	453D	5.961860826271182	80.71204811440683	PS-320103	Dikwella	2.1028908828276163
LK-3236010	Pahala Vitiyala Central	LK-3	LK-32	LK-3236	EC-08D	343A	6.02846201619434	80.54797880161945	PS-320104	Thihagoda	2.777034525576537
LK-3236125	Uduwa West	LK-3	LK-32	LK-3236	EC-08D	333B	5.999150987113416	80.57760261082478	PS-320104	Thihagoda	1.9038437964774015
LK-8103100	Dambana	LK-8	LK-81	LK-8103	EC-19A	7A	7.461228788712007	81.13636030390737	PS-810106	Giradurukotte	13.200040783351964
LK-2145275	Kandewela	LK-2	LK-21	LK-2145	EC-04G	1013	7.218604999999998	80.72718239655173	PS-210107	Thalathuoya	5.548124455110416
LK-1212100	Kurunduwatta	LK-1	LK-12	LK-1212	EC-02E	9B	7.257166333333332	80.14602208333332	PS-120248	Meerigama	2.3358304655791033
LK-5218065	Sammanthurai 11	LK-5	LK-52	LK-5218	EC-13B	92C	7.367918588235295	81.7977239411765	PS-520124	Samanthurai	1.4682675804784642
LK-8203015	Bulupitiya	LK-8	LK-82	LK-8203	EC-20A	103B	7.190612328102707	81.36902965049924	PS-820125	Bibila	16.093234990962628
LK-8227010	Katharagama	LK-8	LK-82	LK-8227	EC-20C	146	6.502655470383286	81.46724421718925	PS-820129	Gonaganara	25.80535971676827
LK-8224140	Gonagan Ara	LK-8	LK-82	LK-8224	EC-20C	142B	6.586771076376547	81.34526177797518	PS-820129	Gonaganara	9.449361567747356
LK-8224145	Rahathangama	LK-8	LK-82	LK-8224	EC-20C	143/A/3	6.545935599664988	81.23903503350077	PS-820129	Gonaganara	9.462293518249371
LK-8206020	Inginiyagala	LK-8	LK-82	LK-8206	EC-20A	104A	7.210495807174891	81.52207416591934	PS-520115	Inginiyagala	2.79882622148732
LK-8206010	Mullegama	LK-8	LK-82	LK-8206	EC-20A	104	7.292061530642743	81.49354492526157	PS-820125	Bibila	32.77326564305992
LK-8206005	Nelliyadda	LK-8	LK-82	LK-8206	EC-20A	104B	7.403594863741344	81.42203458660502	PS-820125	Bibila	34.25366403814526
LK-8212230	Wattegama	LK-8	LK-82	LK-8212	EC-20B	124	6.757229343873516	81.45561373320169	PS-820135	Okkampitiya	16.46881984838937
LK-8221145	Uva kudaoya	LK-8	LK-82	LK-8221	EC-20C	150D	6.5299106550218315	81.17161417248906	PS-820134	Kudaoya	5.339149828974988
LK-4212100	Umanagari	LK-4	LK-42	LK-4212	EC-11A	MN/103	8.847025370473542	79.93608091086354	PS-420143	Murunkan	11.277382050770164
LK-4212005	Vankalai North	LK-4	LK-42	LK-4212	EC-11A	MN/97	8.937861751708432	79.9113451480637	PS-420138	Mannar	4.478403994363351
LK-1103120	Fort	LK-1	LK-11	LK-1103	EC-01B	None	6.945689302777766	79.83874916666674	PS-110105	Fort	1.4415137673320397
LK-4415160	Mulliyawalai Centre	LK-4	LK-44	LK-4415	EC-11C	MU/106	9.17923953968254	80.73362688888889	PS-440148	Mullativu	4.7373782143218595
LK-1206300	Raddolugama North A	LK-1	LK-12	LK-1206	EC-02C	199F	7.141330642857142	79.90414178571429	PS-120357	Raddolugama	0.43696193501657943
LK-1133175	Koralawella Eest	LK-1	LK-11	LK-1133	EC-01O	554B	6.762250870967742	79.89076048387096	PS-110582	Moratuwa	1.3469138022145706
LK-1221035	Dehiyagatha South	LK-1	LK-12	LK-1221	EC-02I	194A	7.097147785714286	79.88864407142856	PS-120133	Ja - Ela	1.8016942242113976
LK-1221110	Ja-Ela	LK-1	LK-12	LK-1221	EC-02I	191A	7.0774276249999994	79.89413258333335	PS-120133	Ja - Ela	0.5685740040197853
LK-1218215	Evariwatta	LK-1	LK-12	LK-1218	EC-02A	175 A	6.98178110483871	79.89280579838712	PS-120128	Wattala	1.340392684287533
LK-1218110	Heenkenda	LK-1	LK-12	LK-1218	EC-02A	254	7.010073642201849	79.92529618348618	PS-120134	Ragama	2.7726853327913967
LK-1218095	Horape	LK-1	LK-12	LK-1218	EC-02A	180	7.019222526785714	79.92822016964283	PS-120134	Ragama	1.808914290142701
LK-1218090	Horapethuduwa	LK-1	LK-12	LK-1218	EC-02A	180A	7.018152596685071	79.92194453591158	PS-120134	Ragama	1.8869049138371978
LK-1218135	Kerawalapitiya	LK-1	LK-12	LK-1218	EC-02A	171	7.009528326359829	79.88778078661095	PS-120129	Mahabage	1.3111771876903955
LK-1218100	Kurukulawa North	LK-1	LK-12	LK-1218	EC-02A	250	7.0122004649681555	79.9336876878981	PS-120136	Kadawatha	2.1601894653502907
LK-1218105	Kurukulawa South	LK-1	LK-12	LK-1218	EC-02A	250A	7.010149109826593	79.93027061271682	PS-120136	Kadawatha	2.383253247299593
LK-1218170	Mabola	LK-1	LK-12	LK-1218	EC-02A	176A	7.002538906249998	79.89579734999998	PS-120128	Wattala	0.9920004943730645
LK-1227685	Kirikittamulla South	LK-1	LK-12	LK-1227	EC-02G	309A	7.084393628571427	80.04555645714287	PS-120243	Weeragula	2.1677063264292453
LK-1321370	Rajawatta Parana Kotasa	LK-1	LK-13	LK-1321	EC-03F	729H	6.576096249999999	79.99450125000001	PS-130296	Kalutara South	3.8233703391996854
LK-2124265	Kurukohogama	LK-2	LK-21	LK-2124	EC-04E	797	7.314287507462688	80.79841494029853	PS-210360	Rangala	3.306589467515411
LK-2139055	Pahala Koorukuttala	LK-2	LK-21	LK-2139	EC-04K	118	7.251962278688527	80.53570770491807	PS-210112	Kadugannawa	2.129412304635653
LK-2139400	Pethiyagoda East	LK-2	LK-21	LK-2139	EC-04K	31	7.212919841269841	80.58974246031745	PS-210111	Daulagala	2.3270681295241467
LK-2139180	Walgama	LK-2	LK-21	LK-2139	EC-04K	78	7.241299349206349	80.57009988888889	PS-210111	Daulagala	1.629965716109266
LK-1230345	Walaramba	LK-1	LK-12	LK-1230	EC-02K	398A	6.9938288888888875	80.06254786111113	PS-120240	Dompe	5.002304058982636
LK-5230030	Ninthavur 13	LK-5	LK-52	LK-5230	EC-13C	40A	7.356592857142859	81.84891364285714	PS-520124	Samanthurai	4.320633108514192
LK-5206005	Galode	LK-5	LK-52	LK-5206	EC-13A	141A	7.517539088709685	81.24891646451614	PS-520120	Mahaoya	11.947162082750891
LK-5218160	Udanga 01	LK-5	LK-52	LK-5218	EC-13B	79B	7.361868419354838	81.79451825806453	PS-520124	Samanthurai	1.8544926126430912
LK-5104040	Mavadichenai	LK-5	LK-51	LK-5104	EC-12A	208A	7.909939411764706	81.52988747058822	PS-510107	Valachchanai	0.4045593433054069
LK-5242165	Bakmitiyawa	LK-5	LK-52	LK-5242	EC-13D	W/25B	7.03091214128036	81.63694365121418	PS-520114	Damana	18.960361085289275
LK-5136215	Thuraineelavanai North 1	LK-5	LK-51	LK-5136	EC-12C	74B	7.447202650000001	81.79862635	PS-520125	Chawalakade	4.448323351047588
LK-5124055	Kattankudy Division 4	LK-5	LK-51	LK-5124	EC-12C	164	7.679553538461538	81.72815069230768	PS-510103	Kaththankudi	5.187763708918956
LK-6187400	Polgahawela South	LK-6	LK-61	LK-6187	EC-15K	938	7.326933030303032	80.3033796060606	PS-610102	Polgahawela	0.7806102092059808
LK-6236070	Rathnagiriya	LK-6	LK-62	LK-6236	EC-16C	545B	7.529385294117649	79.90109982352942	PS-610218	Dummalasooriya	4.1473737102405535
LK-4506075	Umaiyalpuram	LK-4	LK-45	LK-4506	EC-10K	KN/45	9.475657891041168	80.39373706295412	PS-450131	Kilinochchi	9.404118456889563
LK-6206035	Karathivu South	LK-6	LK-62	LK-6206	EC-16A	636	8.192864932735421	79.81537131988048	PS-620134	Wanathawilluwa	4.771543698512503
LK-4312080	Cheddikulam	LK-4	LK-43	LK-4312	EC-11B	211A	8.658884068965518	80.31922031034482	PS-430122	Chettikulam	1.0067268948611623
LK-9142110	Godakawela	LK-9	LK-91	LK-9142	EC-21E	237A	6.506061652173913	80.64959008695651	PS-910233	Godakawela	0.7925354730857278
LK-9103149	Miyanadeniya	LK-9	LK-91	LK-9103	EC-21A	148A	6.776319436974786	80.30983984033611	PS-910114	Kiriella	5.861373162897865
LK-3333350	Mawella North	LK-3	LK-33	LK-3333	EC-09C	292	5.993391692307695	80.74226430769232	PS-330152	Beliatta	6.003814389413208
LK-3239190	Mirissa South 2	LK-3	LK-32	LK-3239	EC-08G	406A	5.948095713740461	80.45213769847321	PS-320111	Weligama	3.991639871650683
LK-2148065	Karagaskada South	LK-2	LK-21	LK-2148	EC-04L	1042	7.174946895833334	80.70465760416666	PS-210220	Galaha	4.492660211341633
LK-2115070	Panvila	LK-2	LK-21	LK-2115	EC-04C	729	7.365781080357142	80.71709272321434	PS-210361	Panwila	0.5317228338550973
LK-2133280	Etamurungagoda	LK-2	LK-21	LK-2133	EC-04B	414	7.325735451923076	80.61476317307691	PS-210103	Katugastota	1.1466050597776432
LK-9227135	Ganepalla	LK-9	LK-92	LK-9227	EC-22G	135	7.011676879781415	80.35392720765024	PS-920231	Kithulgala	6.722534357899502
LK-5236065	Akkaraipattu 11	LK-5	LK-52	LK-5236	EC-13B	AP/15/2	7.226730199999998	81.85949466666666	PS-520126	Akkaraipattu	1.36980949380307
LK-2109125	Delgasthenna	LK-2	LK-21	LK-2109	EC-04B	572	7.377109365079364	80.62355004761905	PS-210113	Alawathugoda	1.3474112277426447
LK-2133155	Endaruthenna	LK-2	LK-21	LK-2133	EC-04B	464	7.33795057894737	80.59185436842105	PS-210103	Katugastota	3.499490604514991
LK-2148020	Udadelthota	LK-2	LK-21	LK-2148	EC-04L	976	7.19525109958506	80.68105414522819	PS-210220	Galaha	1.227625091191506
LK-5110065	Santhiveli	LK-5	LK-51	LK-5110	EC-12A	200	7.843020647058823	81.54593647058823	PS-510107	Valachchanai	7.36844902013652
LK-2112235	Nawayalathenna	LK-2	LK-21	LK-2112	EC-04C	608	7.329744321428572	80.63461299999999	PS-210103	Katugastota	1.3051493436191988
LK-2142005	Galoya	LK-2	LK-21	LK-2142	EC-04L	1162	7.2207589375	80.61963811805555	PS-210111	Daulagala	5.043399177552925
LK-2142125	Panvilathenna	LK-2	LK-21	LK-2142	EC-04L	1147	7.162761366972475	80.63781981651375	PS-210220	Galaha	5.12945150370646
LK-9227020	Garagoda pahala	LK-9	LK-92	LK-9227	EC-22G	115C	7.026758741935486	80.28366134677421	PS-920230	Yatiyantota	0.7844521106491246
LK-5239090	Kolavil 01	LK-5	LK-52	LK-5239	EC-13D	AV/16	7.192452772727271	81.85339054545456	PS-520126	Akkaraipattu	2.6285850853628334
LK-2142010	Haloya	LK-2	LK-21	LK-2142	EC-04L	1160	7.218724711009175	80.62596082568807	PS-210220	Galaha	5.470141879024374
LK-5242060	Kalugolla	LK-5	LK-52	LK-5242	EC-13D	W/28E	7.21061109815951	81.54975965644171	PS-520115	Inginiyagala	1.2000153663666964
LK-5124010	Kattankudy division 1 South	LK-5	LK-51	LK-5124	EC-12C	167E	7.683218111111112	81.72239505555555	PS-510103	Kaththankudi	4.479674457408802
LK-2142150	Hunugala	LK-2	LK-21	LK-2142	EC-04L	1142	7.139675766816142	80.67433709865477	PS-210217	Pussellawa	5.064977562381637
LK-5218045	Sammanthurai 05	LK-5	LK-52	LK-5218	EC-13B	78B	7.370869555555554	81.80507694444447	PS-520124	Samanthurai	0.8524599344971423
LK-9148195	Julangete	LK-9	LK-91	LK-9148	EC-21H	215C	6.244019695035459	80.9409940921986	PS-910238	Kuttigala	4.1420212719582254
LK-5124015	Kattankudy Division 2	LK-5	LK-51	LK-5124	EC-12C	166	7.682684916666667	81.72615341666666	PS-510103	Kaththankudi	4.778456658820525
