data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7198732,144,SRI4296,4296,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 2 September 2020, contract workers protested at Colombo city (Colombo district) over losing their jobs post the contract period. [size=no report]",0,1599602150,LKA
7198735,144,SRI4298,4298,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 2 September 2020, motorcycle dealers protested at Colombo city (Colombo district) against the governments decision to suspend imports. [size=no report]",0,1599602150,LKA
7198737,144,SRI4299,4299,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 2 September 2020, joint development officer's center protested at Colombo city (Colombo district) to demand a guarantee that their training period will not be extended. [size=no report]",0,1599602150,LKA
7198738,144,SRI4297,4297,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 2 September 2020, graduates protested at Colombo city (Colombo district) over being ignored by the government program to provide jobs for graduates. [size=no report]",0,1599602150,LKA
7200275,144,SRI4294,4294,2020-09-02,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Health Workers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Vavuniya South,Vavuniya,8.7514,80.4971,1,Virakesari,National,"On 2 September 2020, hospital staff protested at Vavuniya city (Vavuniya district) to demand that the fingerprinting procedure be replaced with the signing process. [size=no report]",0,1599602153,LKA
7199853,144,SRI4293,4293,2020-09-01,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Vavuniya,Venkalacheddikulam,Cheddikulam,8.6659,80.3138,1,Tamil Guardian,International,"On 1 September 2020, people protested at Cheddikulam town (Venkalacheddikulam, Vavuniya district) over shortage of doctors at a hospital. [size=no report]",0,1599602152,LKA
7200266,144,SRI4290,4290,2020-08-31,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 31 August 2020, locals held a protest at Jaffna city (Jaffna district) against administrative corruption at the Jaffna Achchelu Saivaprakasa Vidyalaya. [size=no report]",0,1599602153,LKA
7199947,144,SRI4292,4292,2020-08-31,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Mannar,Mannar,Mannar,8.9894,79.8784,1,Thinakkural,National,"On 31 August 2020, relatives of a disappeared person held a protest at Mannar city (Mannar district) to demand an international inquiry. [size=no report]",0,1599602153,LKA
7199949,144,SRI4291,4291,2020-08-31,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Ampara,Ampara,7.2975,81.6820,1,Thinakkural,National,"On 31 August 2020, locals protested at Ampara city (Ampara district) against the authorities over the decision to re-excavate a coastal temple. [size=no report]",0,1599602153,LKA
7200265,144,SRI4289,4289,2020-08-30,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 30 August 2020, relatives of a disappeared person held a protest at Jaffna city (Jaffna district) to demand an international inquiry. [size=no report]",0,1599602153,LKA
7200271,144,SRI4287,4287,2020-08-30,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),TNA: Tamil National Alliance,6,,,0,60,South Asia,Sri Lanka,Eastern,Trincomalee,Trincomalee Town and Gravets,Trincomalee,8.5711,81.2335,1,Virakesari,National,"On 30 August 2020, members of an association along with a TNA leader protested at Trincomalee city (Trincomalee district) to demand justice for the relatives of missing persons. [size=no report]",0,1599602153,LKA
7200273,144,SRI4288,4288,2020-08-30,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),,6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Kallady,7.7086,81.7154,1,Virakesari,National,"On 30 August 2020, police charged to remove hundreds of members of an association at Kallady town (Manmunai north, Batticaloa district) who were protesting to demand that the government provide an appropriate response for missing persons. [size=hundreds]",0,1599602153,LKA
7199850,144,SRI4286,4286,2020-08-30,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka); Tamil Ethnic group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On 30 August 2020, Tamil graduate students held a protest at Jaffna city (Jaffna district) to demand the reason behind rejection of their applications to government jobs. [size=no report]",0,1599602152,LKA
7199951,144,SRI4285,4285,2020-08-29,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),TNPF: Tamil National People's Front,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Thinakkural,National,"On 29 August 2020, a protest was launched by TNPF in Jaffna city (Jaffna district) to demand release of Tamil prisoners who have been detained for a long time. [size=no report]",0,1599602153,LKA
7198726,144,SRI4284,4284,2020-08-27,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Sabaragamuwa,Ratnapura,Balangoda,Balangoda,6.6466,80.7007,2,Hiru News,National,"On 27 August 2020, a mother and residents of the area protested by blocking the Colombo-Badulla main road near the Balangoda division (Ratnapura district) to demand legal ownership of her land. [size=no report]",0,1599602150,LKA
7200274,144,SRI4283,4283,2020-08-27,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Teachers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Central,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya,6.9707,80.7828,1,Virakesari,National,"On 27 August 2020, 600 teachers who were appointed as plantation assistant teachers in 2015 protested at Nuwara Eliya city (Nuwara Eliya district) to demand permanent appointments. [size=600]",0,1599602153,LKA
7198729,144,SRI4282,4282,2020-08-26,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 26 August 2020, successful applicants protested at Colombo city (Colombo district) to demand recruitment for Samurdhi development officer posts. [size=no report]",0,1599602150,LKA
7198730,144,SRI4280,4280,2020-08-25,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 25 August 2020, tourism professionals protested at Colombo city (Colombo district) over several issues including that, though the president had instructed the leasing companies to provide relief amidst the coronavirus pandemic the companies would not do so. [size=no report]",0,1599602150,LKA
7200268,144,SRI4279,4279,2020-08-25,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Farmers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,2,Virakesari,National,"On 25 August 2020, agricultural association launched a protest in Kilinochchi district (Northern) to demand action against illegal sand mining in the Ranaimandu pond. [size=no report]",0,1599602153,LKA
7199256,144,SRI4281,4281,2020-08-25,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),UNP: United National Party,6,,,0,60,South Asia,Sri Lanka,Western,Kalutara,Kalutara,Kalutara,6.5831,79.9593,1,News1st (Sri Lanka),National,"On 25 August 2020, UNP members protested at Kalutara city (Kalutara district) to demand resignation of Ranil Wickremesinghe as UNP leader. [size=no report]",0,1599602151,LKA
7200263,144,SRI4277,4277,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Eravur Pattu,Chenkalady,7.7860,81.5910,1,Virakesari,National,"On 24 August 2020, people protested at Chenkalady town (Eravur Pattu, Batticaloa district) over the murder of a boy and to demand action against armed groups carrying swords. [size=no report]",0,1599602153,LKA
7198734,144,SRI4275,4275,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 24 August 2020, Kelaniya University Students' Union body protested at Colombo city (Colombo district) to demand justice for students who have been suspended and those who have been stripped of their degrees. [size=no report]",0,1599602150,LKA
7200270,144,SRI4276,4276,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Batticaloa,Manmunai North,Batticaloa,7.7102,81.6924,1,Virakesari,National,"On 24 August 2020, people protested at Batticaloa city (Manmunai North, Batticaloa district) over the murder of a boy and to demand action against armed groups carrying swords. [size=no report]",0,1599602153,LKA
7198736,144,SRI4274,4274,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 24 August 2020, unemployed graduate association and Higher National Diploma Holders' Association protested at Colombo city (Colombo district) to demand employment for unemployed graduates and diploma holders. [size=no report]",0,1599602150,LKA
7200272,144,SRI4278,4278,2020-08-24,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Virakesari,National,"On 24 August 2020, people protested at Colombo city (Colombo district) over the murder of a boy and to demand action against armed groups carrying swords. [size=no report]",0,1599602153,LKA
7199847,144,SRI4273,4273,2020-08-23,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,2,Sunday Observer (Sri Lanka),National,"On 23 August 2020, a sports team protested at Hambantota beach in Hambantota district (Southern) alleging misjudgment over awarding a goal. [size=no report]",0,1599602152,LKA
7199854,144,SRI4272,4272,2020-08-23,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Mullaitivu,Puthukudiyiruppu,Theravil,9.3618,80.5968,1,Tamil Guardian,International,"On 23 August 2020, Tamil community members protested at Theravil town (Puthukudiyiruppu, Mullaitivu district) against sexual harassment of a Tamil women by Sri Lankan army soldier. [size=no report]",0,1599602152,LKA
7199851,144,SRI4271,4271,2020-08-22,2020,1,Protests,Protest with intervention,Protesters (Sri Lanka),Tamil Ethnic Group (Sri Lanka),6,Police Forces of Sri Lanka (2019-),,1,16,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On 22 August 2020, police removed local Tamils protesting at Jaffna city (Jaffna district) over Sri Lankan land surveyors attempt to legalize Navy's occupation of the land. [size=no report]",0,1599602152,LKA
7200267,144,SRI4270,4270,2020-08-21,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Kalmunai,Kalmunai,7.4090,81.8347,1,Virakesari,National,"On 21 August 2020, a demonstration was conducted at Kalmunai city (Kalmunai, Ampara district) over alleged abuse of power by the municipal council in the district. [size=no report]",0,1599602153,LKA
7199848,144,SRI4269,4269,2020-08-21,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),Journalists (Sri Lanka); Tamil Ethnic Group (Sri Lanka),7,37,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On 21 August 2020, a Tamil journalist was attacked by two unidentified men in Jaffna city (Jaffna district).",0,1599602152,LKA
7198071,144,SRI4268,4268,2020-08-19,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"On 19 August 2020, unemployed graduates protested at Colombo city (Colombo district) to demand for jobs. [size=no report]",0,1599602149,LKA
7199946,144,SRI4267,4267,2020-08-19,2020,1,Riots,Mob violence,Rioters (Sri Lanka),SLPP: Sri Lanka People's Front,5,Civilians (Sri Lanka),,7,57,South Asia,Sri Lanka,Western,Gampaha,Attanagalla,Veyangoda,7.1535,80.0597,1,Thinakkural,National,"On 19 August 2020, supporters of SLPP Minister assaulted two persons at Veyangoda town (Attanagela, Gampaha district). They were admitted in the hospital, however SLPP leader claimed that the two person had threatened her. [size=no report]",0,1599602153,LKA
7197599,144,SRI4266,4266,2020-08-18,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News; News1st (Sri Lanka),National,"On 18 August 2020, unemployed graduates and traders protested at Colombo city (Colombo district) over unfair recruitment practice and to demand for jobs. [size=no report]",0,1599602148,LKA
7200269,144,SRI4264,4264,2020-08-17,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Health Workers (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Northern,Mullaitivu,Maritimepattu,Mullaitivu,9.2680,80.8150,1,Virakesari,National,"On 17 August 2020, large numbers of members of hospital welfare association protested at Mullaitivu city (Maritimepattu, Mullaitivu district) over shortage of doctors. [size=large]",0,1599602153,LKA
7199849,144,SRI4265,4265,2020-08-17,2020,2,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Mathagal,9.7862,79.9661,1,Tamil Guardian,International,"Around 17 August 2020 (as reported), locals protested in Mathagal town (Jaffna, Jaffna district) against Sri Lankan land surveyors' attempts to acquire private residential land. [size=no report]",0,1599602152,LKA
7200264,144,SRI4263,4263,2020-08-14,2020,1,Violence against civilians,Attack,Military Forces of Sri Lanka (2019-),,1,Civilians (Sri Lanka),,7,17,South Asia,Sri Lanka,Northern,Mannar,Mannar,Mannar,8.9894,79.8784,1,Virakesari,National,"On 14 August 2020, military forces of Sri Lanka attacked a funeral procession at Mannar town (Mannar city, Mannar district) for bursting fire crackers during the procession. Seven persons were injured in the incident.",0,1599602153,LKA
7199948,144,SRI4262,4262,2020-08-13,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Government of Sri Lanka (2019-),6,,,0,60,South Asia,Sri Lanka,Eastern,Ampara,Kalmunai,Kalmunai,7.4090,81.8347,1,Thinakkural,National,"On 13 August 2020, divisional secretariat officials protested at Kalmunai town (Kalmunai, Ampara district) against the Kalmunai mayor over an unreported issue. [size=no report]",0,1599602153,LKA
7198725,144,SRI4260,4260,2020-08-12,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 12 August 2020, a group previously employed at Colombo Port City protested at Colombo city (Colombo district) to demand reinstatement of work in the port. [size=no report]",0,1599602150,LKA
7198733,144,SRI4261,4261,2020-08-12,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 12 August 2020, people whose houses were damaged by the construction of southern highway protested at Colombo city (Colombo district) to demand fair compensation. [size=no report]",0,1599602150,LKA
7198731,144,SRI4259,4259,2020-08-11,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 11 August 2020, a group previously employed at Colombo Port City protested at Colombo city (Colombo district) to demand reinstatement of work in the port. [size=no report]",0,1599602150,LKA
7199852,144,SRI4258,4258,2020-08-11,2020,1,Riots,Mob violence,Rioters (Sri Lanka),TMVP: Tamil Makkal Viduthalai Pulikal,5,Civilians (Sri Lanka),TNPF: Tamil National People's Front,7,57,South Asia,Sri Lanka,Eastern,Ampara,Ampara,Ampara,7.2975,81.6820,1,Tamil Guardian,International,"On 11 August 2020, a TNPF election candidate was attacked by TMVP group at Ampara town (Ampara district). He was left injured in the attack. [size=no report]",0,1599602152,LKA
7198727,144,SRI4257,4257,2020-08-10,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 10 August 2020, a group previously employed at Colombo Port City protested at Colombo city (Colombo district) to demand reinstatement of work in the port. [size=no report]",0,1599602150,LKA
7197598,144,SRI4256,4256,2020-08-10,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,North Western,Kurunegala,Kurunegala,Kurunegala,7.4863,80.3623,1,Colombo Page; Hiru News,National,"On 10 August 2020, a large group protested at Kurunegala city (Kurunegala district) over the arrest of the mayor. [size=large]",0,1599602148,LKA
7199950,144,SRI4255,4255,2020-08-08,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Thenmaradchy (Chavakachcheri),Chavakachcheri,9.6663,80.1581,1,Thinakkural,National,"On 8 August 2020, supporters of a candidate protested at Chavakachcheri town (Jaffna district) to demand that the candidate's representation be accepted. [size=no report]",0,1599602153,LKA
7197597,144,SRI4254,4254,2020-08-07,2020,1,Riots,Mob violence,Rioters (Sri Lanka),SLFP: Sri Lanka Freedom Party,5,Rioters (Sri Lanka),TNA: Tamil National Alliance,5,55,South Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Hiru News; Island (Sri Lanka),National,"On 7 August 2020, SLFP members clashed with TNA members at Jaffna (Jaffna city, Jaffna district) over former TNA MP's visit to the election counting center at the central college. Later police used force to disperse the clashing rival members. [size=no report]",0,1599602148,LKA
7198072,144,SRI4253,4253,2020-08-06,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),ITAK: Illankai Tamil Arasu Kachchi,6,,,0,60,South Asia,Sri Lanka,Northern,Jaffna,Thenmaradchy (Chavakachcheri),Chavakachcheri,9.6663,80.1581,1,Daily News (Sri Lanka),National,"On 6 August 2020, an Illankai Tamil Arasu Kachchi member along with her family staged a protest at Chavakachcheri town (Thenmaradchy (Chavakachcheri), Jaffna district) alleging that ITAK had tampered with her preferential votes. [size=no report]",0,1599602149,LKA
7198074,144,SRI4252,4252,2020-08-05,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),SLPP: Sri Lanka People's Front,7,37,South Asia,Sri Lanka,Sabaragamuwa,Ratnapura,Godakawela,Rakwana,6.4725,80.6106,1,Daily News (Sri Lanka),National,"On 5 August 2020, unknown persons attacked an SLPP leader and election candidate's vehicle at Rakwana town (Godakawela, Ratnapura district). One person travelling in the vehicle was injured in the attack.",0,1599602149,LKA
7199257,144,SRI4251,4251,2020-08-03,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,News1st (Sri Lanka),National,"On 3 August 2020, two groups clashed at Kirulapone area in Colombo (Colombo city, Colombo district) over an unreported election related issue. The wife and a relative of a election candidate were injured in the incident. The source did not identify the election candidate or the political parties involved. [size=no report]",0,1599602151,LKA
7198073,144,SRI4250,4250,2020-08-02,2020,1,Riots,Mob violence,Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,South Asia,Sri Lanka,Eastern,Batticaloa,Eravur Pattu,Eravur,7.7782,81.6038,2,Daily News (Sri Lanka),National,"On 2 August 2020, two factions of the same political party clashed with each other using stones and petrol bombs at Eravu Pattu sub-district (Batticaloa district). Police arrested eight persons and stated that eleven more were to be arrested. Source did not identify the political party. [size=at least 19]",0,1599602149,LKA
7176469,144,SRI4249,4249,2020-07-31,2020,1,Protests,Peaceful protest,Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,South Asia,Sri Lanka,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 31 July 2020, trade union workers protested and blocked a road at Colombo city (Colombo district) to stop the East Terminal port operations to India. [size=no report]",0,1596571063,LKA
